,date,deaths_United Kingdom,Open_United Kingdom_FTSE 100,Close_United Kingdom_FTSE 100,rate_United Kingdom,deaths_Germany,Open_Germany_DAX,Close_Germany_DAX,rate_Germany,deaths_France,Open_France_CAC 40,Close_France_CAC 40,rate_France,deaths_Italy,Open_Italy_FTSE MIB,Close_Italy_FTSE MIB,rate_Italy,deaths_Spain,Open_Spain_IBEX 35,Close_Spain_IBEX 35,rate_Spain,deaths_Russia,Open_Russia_MOEX,Close_Russia_MOEX,rate_Russia,deaths_Netherlands,Open_Netherlands_AEX ,Close_Netherlands_AEX ,rate_Netherlands,deaths_Sweden,Open_Sweden_OMXS 30,Close_Sweden_OMXS 30,rate_Sweden,deaths_India,Open_India_SENSEX,Close_India_SENSEX,rate_India,deaths_Austria,Open_Austria_ATX ,Close_Austria_ATX ,rate_Austria,deaths_Finland,Open_Finland_OMX Helsinki 25,Close_Finland_OMX Helsinki 25,rate_Finland,deaths_Ireland,Open_Ireland_ISEQ,Close_Ireland_ISEQ,rate_Ireland,deaths_US_x,Open_US_Dow Jones,Close_US_Dow Jones,rate_US,deaths_US_y,Open_US_S&P 500,Close_US_S&P 500,rate_US,deaths_Lithuania,Open_Lithuania_OMX Vilnius,Close_Lithuania_OMX Vilnius,rate_Lithuania,deaths_Canada,Open_Canada_TSX,Close_Canada_TSX,rate_Canada,deaths_Brazil,Open_Brazil_iBovespa,Close_Brazil_iBovespa,rate_Brazil,deaths_Mexico,Open_Mexico_IPC Mexico,Close_Mexico_IPC Mexico,rate_Mexico,deaths_Argentina,Open_Argentina_Merval,Close_Argentina_Merval,rate_Argentina,deaths_Japan,Open_Japan_NIKKEI 225,Close_Japan_NIKKEI 225,rate_Japan,deaths_China,Open_China_SHANGHAI,Close_China_SHANGHAI,rate_China,"deaths_Korea, South","Open_Korea, South_KOSPI","Close_Korea, South_KOSPI","rate_Korea, South",deaths_Indonesia,Open_Indonesia_JCI,Close_Indonesia_JCI,rate_Indonesia,deaths_Australia_x,Open_Australia_ASX 50,Close_Australia_ASX 50,rate_Australia,deaths_Australia_y,Open_Australia_ASX 200,Close_Australia_ASX 200,rate_Australia,deaths_Australia,Open_Australia_Australian All,Close_Australia_Australian All,rate_Australia
10,2020-02-01,0,,,0.75,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,6.25,0,,,0.0,0,,,0.0,0,,,5.15,0,,,0.0,0,,,0.0,0,,,0.0,0,,,1.75,0,,,1.75,0,,,0.0,0,,,1.75,0,,,4.5,0,,,7.25,0,,,50.0,0,,,-0.1,259,,,4.15,0,,,1.25,0,,,6.5,0,,,0.75,0,,,0.75,0,,,0.75
11,2020-02-02,0,,,0.75,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,6.25,0,,,0.0,0,,,0.0,0,,,5.15,0,,,0.0,0,,,0.0,0,,,0.0,0,,,1.75,0,,,1.75,0,,,0.0,0,,,1.75,0,,,4.5,0,,,7.25,0,,,50.0,0,,,-0.1,361,,,4.15,0,,,1.25,0,,,6.5,0,,,0.75,0,,,0.75,0,,,0.75
12,2020-02-03,0,7286.0,7326.299805,0.75,0,27.23,27.385,0.0,0,5822.040039,5832.509765999999,0.0,0,23297.0,23460.0,0.0,0,9404.400391,9404.700195,0.0,0,3062.27002,3070.840088,6.25,0,591.429993,592.3599849999999,0.0,0,1784.069946,1782.910034,0.0,0,39701.019531,39872.308594,5.15,0,3074.02002,3056.6298829999996,0.0,0,4294.169922,4294.100098,0.0,0,7011.569823999999,7097.509765999999,0.0,0,28319.650391000003,28399.810547000005,1.75,0,3235.659912,3248.919922,1.75,0,734.700012,735.789978,0.0,0,17351.0,17379.800781,1.75,0,113761.0,114629.0,4.5,0,,,7.25,0,40105.039063,41577.058594,50.0,0,22874.269531,22971.939453,-0.1,425,2716.697998,2746.605957,4.15,0,2086.610107,2118.8798829999996,1.25,0,5920.967772999999,5884.169922,6.5,0,6975.700195,6889.399901999999,0.75,0,7017.200195,6923.299805,0.75,0,7121.200195,7019.899901999999,0.75
13,2020-02-04,0,7326.299805,7439.799805,0.75,0,27.860001,27.82,0.0,0,5863.359863000001,5935.049805,0.0,0,23573.0,23845.0,0.0,0,9465.900391,9562.900391,0.0,0,3082.199951,3097.600098,6.25,0,596.26001,605.400024,0.0,0,1785.410034,1821.040039,0.0,0,40178.738281,40789.378906,5.15,0,3058.72998,3083.669922,0.0,0,4295.220215,4359.759765999999,0.0,0,7100.850098000001,7134.419922,0.0,0,28696.740233999997,28807.630858999997,1.75,0,3280.610107,3297.590088,1.75,0,736.119995,735.130005,0.0,0,17504.599609,17512.699219,1.75,0,114631.0,115557.0,4.5,0,44330.96875,45047.070313,7.25,0,41577.058594,41033.789063,48.0,0,22881.130859,23084.589844,-0.1,491,2685.269043,2783.288086,4.15,0,2121.219971,2157.899902,1.25,0,5947.506836,5922.338867,6.5,0,6889.399901999999,6910.0,0.75,0,6923.299805,6948.700195,0.75,0,7019.899901999999,7047.600098000001,0.75
14,2020-02-05,0,7439.799805,7482.5,0.75,0,28.120001000000002,28.17,0.0,0,5919.060059,5985.399902,0.0,0,23816.0,24237.0,0.0,0,9553.400391,9717.799805,0.0,0,3105.52002,3114.25,6.25,0,604.27002,613.409973,0.0,0,1820.5999760000002,1847.3499760000002,0.0,0,40921.710938,41142.660156,5.15,0,3083.669922,3124.469971,0.0,0,4359.430176,4440.140136999999,0.0,0,7126.310059,7199.290039,0.0,0,29048.730469,29290.849608999997,1.75,0,3324.909912,3334.689941,1.75,0,736.210022,735.659973,0.0,0,17629.400391,17651.599609,1.75,0,115563.0,116028.0,4.25,0,45252.609375,44782.859375,7.25,0,41033.789063,40767.101563,60.51,0,23351.470703,23319.560547,-0.1,563,2792.371094,2818.087891,4.15,0,2177.26001,2165.6298829999996,1.25,0,5955.519043,5978.509765999999,6.5,0,6924.100098000001,6924.100098000001,0.75,0,6988.600098000001,6976.100098000001,0.75,0,7086.299805,7080.899901999999,0.75
15,2020-02-06,0,7482.5,7504.799805,0.75,0,28.389999,28.242001000000002,0.0,0,6045.040039,6038.180176,0.0,0,24348.0,24490.0,0.0,0,9767.099609,9811.299805,0.0,0,3132.840088,3096.679932,6.25,0,617.289978,618.75,0.0,0,1847.640015,1851.949951,0.0,0,41209.128906,41306.03125,5.15,0,3125.52002,3142.590088,0.0,0,4456.640136999999,4485.859863000001,0.0,0,7209.319823999999,7187.169922,0.0,0,29388.580077999995,29379.769531,1.75,0,3344.919922,3345.780029,1.75,0,736.909973,738.969971,0.0,0,17686.099609,17757.5,1.75,0,116033.0,115190.0,4.25,0,44870.058594,44493.148438,7.25,0,40767.101563,40906.089844,60.51,0,23641.099609,23873.589844,-0.1,633,2826.889893,2866.51001,4.15,0,2184.77002,2227.939941,1.25,0,6002.919922,5987.14502,6.5,0,7000.799805,6996.600098000001,0.75,0,6987.899901999999,7049.200195,0.75,0,7148.700195,7146.5,0.75
16,2020-02-07,0,7504.799805,7466.700195,0.75,0,28.040001,27.950001,0.0,0,6027.540039,6029.75,0.0,0,24465.0,24478.0,0.0,0,9789.299805,9811.0,0.0,0,3101.080078,3087.6298829999996,6.0,0,616.75,616.460022,0.0,0,1851.060059,1849.859985,0.0,0,41394.410156,41141.851563,5.15,0,3143.209961,3146.909912,0.0,0,4484.149902,4525.720215,0.0,0,7189.149901999999,7151.470215,0.0,0,29286.919922000005,29102.509766000003,1.75,0,3335.540039,3327.709961,1.75,0,739.580017,742.530029,0.0,0,17705.400391,17655.5,1.75,0,115190.0,113770.0,4.25,0,44407.160156,44399.328125,7.25,0,40906.089844,41213.890625,60.51,0,23899.009766,23827.980469,-0.1,718,2858.929932,2875.959961,4.15,0,2221.48999,2211.949951,1.25,0,5988.058105,5999.606934,6.5,0,7000.799805,6972.799805,0.75,0,7045.200195,7022.600098000001,0.75,0,7148.700195,7121.399901999999,0.75
17,2020-02-08,0,,,0.75,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,6.0,0,,,0.0,0,,,0.0,0,,,5.15,0,,,0.0,0,,,0.0,0,,,0.0,0,,,1.75,0,,,1.75,0,,,0.0,0,,,1.75,0,,,4.25,0,,,7.25,0,,,60.51,0,,,-0.1,805,,,4.15,0,,,1.25,0,,,6.5,0,,,0.75,0,,,0.75,0,,,0.75
18,2020-02-09,0,,,0.75,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,6.0,0,,,0.0,0,,,0.0,0,,,5.15,0,,,0.0,0,,,0.0,0,,,0.0,0,,,1.75,0,,,1.75,0,,,0.0,0,,,1.75,0,,,4.25,0,,,7.25,0,,,60.51,0,,,-0.1,905,,,4.15,0,,,1.25,0,,,6.5,0,,,0.75,0,,,0.75,0,,,0.75
19,2020-02-10,0,7466.700195,7446.899901999999,0.75,0,27.82,27.975,0.0,0,6008.47998,6015.669922,0.0,0,24437.0,24508.0,0.0,0,9790.599609,9816.0,0.0,0,3088.6298829999996,3062.409912,6.0,0,615.030029,617.099976,0.0,0,1848.959961,1858.0,0.0,0,41166.71875,40979.621094,5.15,0,3140.459961,3119.100098,0.0,0,4526.5,4517.509765999999,0.0,0,7152.25,7065.529785,0.0,0,28995.660156,29276.820313,1.75,0,3318.280029,3352.090088,1.75,0,742.400024,744.1099849999999,0.0,0,17646.599609,17740.599609,1.75,0,113771.0,112570.0,4.25,0,44390.359375,44290.53125,7.25,0,41213.890625,41052.949219,60.51,0,23631.789063,23685.980469,-0.1,1012,2860.499023,2890.488037,4.15,0,2185.6298829999996,2201.070068,1.25,0,5993.376953,5952.083008,6.5,0,6972.799805,6965.200195,0.75,0,7022.600098000001,7012.5,0.75,0,7121.399901999999,7108.0,0.75
20,2020-02-11,0,7446.899901999999,7499.399901999999,0.75,0,28.16,28.254998999999998,0.0,0,6047.959961,6054.759765999999,0.0,0,24617.0,24689.0,0.0,0,9863.400391,9882.599609,0.0,0,3072.389893,3097.580078,6.0,0,621.52002,623.849976,0.0,0,1859.2399899999998,1884.130005,0.0,0,41183.390625,41216.140625,5.15,0,3119.320068,3181.439941,0.0,0,4534.060059,4581.490234000001,0.0,0,7065.509765999999,7157.669922,0.0,0,29390.710938,29276.339844,1.75,0,3365.8701170000004,3357.75,1.75,0,742.210022,744.840027,0.0,0,17783.599609,17777.099609,1.75,0,112574.0,115371.0,4.25,0,44379.179688,45027.410156,7.25,0,41052.949219,39824.5,60.51,0,,,-0.1,1112,2894.540039,2901.669922,4.15,0,2213.5,2223.1201170000004,1.25,0,5974.0,5954.396973,6.5,0,7002.5,7037.299805,0.75,0,7017.200195,7055.299805,0.75,0,7151.399901999999,7181.5,0.75
21,2020-02-12,0,7499.399901999999,7534.399901999999,0.75,0,28.360001,28.455,0.0,0,6064.25,6104.72998,0.0,0,24738.0,24861.0,0.0,0,9897.900391,9940.400391,0.0,0,3103.810059,3122.27002,6.0,0,624.789978,629.030029,0.0,0,1884.75,1889.75,0.0,0,41330.851563,41565.898438,5.15,0,3174.48999,3204.790039,0.0,0,4578.029785,4558.540039,0.0,0,7156.240234000001,7204.970215,0.0,0,29406.75,29551.419922000005,1.75,0,3370.5,3379.4499509999996,1.75,0,745.48999,746.48999,0.0,0,17873.099609,17832.900391,1.75,0,115371.0,116674.0,4.25,0,45193.578125,45338.371094,7.25,0,39824.5,39936.148438,60.51,0,23741.210938,23861.210938,-0.1,1117,2895.555908,2926.8989260000003,4.15,0,2225.949951,2238.3798829999996,1.25,0,5957.060059,5913.081055,6.5,0,7002.5,7032.200195,0.75,0,7055.299805,7088.200195,0.75,0,7151.399901999999,7185.299805,0.75
22,2020-02-13,0,7534.399901999999,7452.0,0.75,0,28.459999,28.275,0.0,0,6076.919922,6093.140136999999,0.0,0,24769.0,24892.0,0.0,0,9893.900391,9909.799805,0.0,0,3116.98999,3110.050049,6.0,0,626.700012,629.1400150000001,0.0,0,1887.25,1883.02002,0.0,0,41707.210938,41459.789063,5.15,0,3204.790039,3195.5,0.0,0,4550.740234000001,4548.319824,0.0,0,7193.040039,7165.700195,0.0,0,29436.029297000005,29423.310547000005,1.75,0,3365.899902,3373.9399409999996,1.75,0,746.6400150000001,745.01001,0.0,0,17764.099609,17821.199219,1.75,0,116660.0,115662.0,4.25,0,45338.371094,45005.121094,7.0,0,39936.148438,38669.460938,60.51,1,23849.759766,23827.730469,-0.1,1369,2927.144043,2906.073975,4.15,0,2245.719971,2232.959961,1.25,0,5921.912109000001,5871.954102000001,6.5,0,7049.0,7049.0,0.75,0,7088.200195,7103.200195,0.75,0,7185.299805,7226.899901999999,0.75
23,2020-02-14,0,7452.0,7409.100098000001,0.75,0,28.4,28.264999,0.0,0,6096.069824,6069.350098,0.0,0,24942.0,24867.0,0.0,0,9910.900391,9956.799805,0.0,0,3113.719971,3096.8798829999996,6.0,0,629.1400150000001,629.22998,0.0,0,1882.219971,1885.619995,0.0,0,41510.191406,41257.738281,5.15,0,3195.209961,3212.47998,0.0,0,4548.569824,4546.569824,0.0,0,7155.009765999999,7171.100098000001,0.0,0,29440.470702999995,29398.080077999995,1.75,0,3378.080078,3380.1599119999996,1.75,0,745.52002,742.98999,0.0,0,17811.300781,17848.400391,1.75,0,115663.0,114381.0,4.25,0,45122.578125,44999.679688,7.0,0,38669.460938,38647.679688,60.51,1,23714.519531,23687.589844,-0.1,1521,2899.865967,2917.008057,4.15,0,2232.709961,2243.590088,1.25,0,5857.721191,5866.944824,6.5,0,7049.0,7082.799805,0.75,0,7103.200195,7130.200195,0.75,0,7204.600098000001,7227.100098000001,0.75
24,2020-02-15,0,,,0.75,0,,,0.0,1,,,0.0,0,,,0.0,0,,,0.0,0,,,6.0,0,,,0.0,0,,,0.0,0,,,5.15,0,,,0.0,0,,,0.0,0,,,0.0,0,,,1.75,0,,,1.75,0,,,0.0,0,,,1.75,0,,,4.25,0,,,7.0,0,,,60.51,1,,,-0.1,1663,,,4.15,0,,,1.25,0,,,6.5,0,,,0.75,0,,,0.75,0,,,0.75
25,2020-02-16,0,,,0.75,0,,,0.0,1,,,0.0,0,,,0.0,0,,,0.0,0,,,6.0,0,,,0.0,0,,,0.0,0,,,5.15,0,,,0.0,0,,,0.0,0,,,0.0,0,,,1.75,0,,,1.75,0,,,0.0,0,,,1.75,0,,,4.25,0,,,7.0,0,,,60.51,1,,,-0.1,1766,,,4.15,0,,,1.25,0,,,6.5,0,,,0.75,0,,,0.75,0,,,0.75
26,2020-02-17,0,7409.100098000001,7433.299805,0.75,0,,,0.0,1,6079.529785,6085.950195,0.0,0,24962.0,25121.0,0.0,0,9979.200195,10022.200195,0.0,0,3097.179932,3110.060059,6.0,0,630.5599980000001,629.169983,0.0,0,1885.4200440000002,1888.3499760000002,0.0,0,41324.039063,41055.691406,5.15,0,3212.800049,3210.100098,0.0,0,4552.419922,4526.379883,0.0,0,7170.5,7157.209961,0.0,0,,,1.75,0,,,1.75,0,,,0.0,0,,,1.75,0,114381.0,115309.0,4.25,0,44996.421875,45016.960938,7.0,0,38647.679688,39200.25,60.51,1,23489.779297,23523.240234,-0.1,1864,2924.990967,2983.62207,4.15,0,2243.070068,2242.169922,1.25,0,5863.914063,5867.522949,6.5,0,7082.799805,7076.200195,0.75,0,7130.200195,7125.100098000001,0.75,0,7227.100098000001,7221.200195,0.75
27,2020-02-18,0,7433.299805,7382.0,0.75,0,28.110001,28.059998999999998,0.0,1,6042.379883,6056.819824,0.0,0,24986.0,25224.0,0.0,0,9977.400391,10005.799805,0.0,0,3103.709961,3074.050049,6.0,0,623.099976,625.429993,0.0,0,1887.189941,1878.790039,0.0,0,41042.460938,40894.378906,5.15,0,3208.429932,3178.6201170000004,0.0,0,4524.629883,4458.790039,0.0,0,7158.109863,7155.879883,0.0,0,29282.779297000005,29232.189452999995,1.75,0,3369.040039,3370.290039,1.75,0,744.47998,745.380005,0.0,0,17818.900391,17858.300781,1.75,0,115309.0,114977.0,4.25,0,44991.011719,44974.109375,7.0,0,39200.25,38156.949219,44.0,2,23398.570313,23193.800781,-0.1,2003,2981.409912,2984.971924,4.15,0,2225.97998,2208.8798829999996,1.25,0,5856.880859000001,5886.961914,6.5,0,7076.200195,7076.899901999999,0.75,0,7125.100098000001,7113.700195,0.75,0,7221.200195,7208.299805,0.75
28,2020-02-19,0,7382.0,7457.0,0.75,0,28.120001000000002,28.24,0.0,1,6086.109863000001,6111.240234000001,0.0,0,25353.0,25478.0,0.0,0,10042.0,10083.599609,0.0,0,3089.090088,3114.570068,6.0,0,627.469971,628.76001,0.0,0,1880.689941,1900.280029,0.0,0,41121.511719,41323.0,5.15,0,3179.23999,3198.330078,0.0,0,4464.580078,4502.680176,0.0,0,7156.410156,7255.140137,0.0,0,29312.699219,29348.029297000005,1.75,0,3380.389893,3386.149902,1.75,0,745.380005,745.969971,0.0,0,17887.599609,17925.400391,1.75,0,114982.0,116518.0,4.25,0,45046.019531,44901.5,7.0,0,38156.949219,38390.839844,44.0,2,23329.330078,23400.699219,-0.1,2116,2979.521973,2975.4021,4.15,0,2222.51001,2210.340088,1.25,0,5898.899902,5928.791015999999,6.5,0,7100.600098000001,7106.200195,0.75,0,7113.799805,7144.600098000001,0.75,0,7208.299805,7237.399901999999,0.75
