,date,confirmed_United Kingdom,Open_United Kingdom_FTSE 100,Close_United Kingdom_FTSE 100,rate_United Kingdom,confirmed_Germany,Open_Germany_DAX,Close_Germany_DAX,rate_Germany,confirmed_France,Open_France_CAC 40,Close_France_CAC 40,rate_France,confirmed_Italy,Open_Italy_FTSE MIB,Close_Italy_FTSE MIB,rate_Italy,confirmed_Spain,Open_Spain_IBEX 35,Close_Spain_IBEX 35,rate_Spain,confirmed_Russia,Open_Russia_MOEX,Close_Russia_MOEX,rate_Russia,confirmed_Netherlands,Open_Netherlands_AEX ,Close_Netherlands_AEX ,rate_Netherlands,confirmed_Sweden,Open_Sweden_OMXS 30,Close_Sweden_OMXS 30,rate_Sweden,confirmed_India,Open_India_SENSEX,Close_India_SENSEX,rate_India,confirmed_Austria,Open_Austria_ATX ,Close_Austria_ATX ,rate_Austria,confirmed_Finland,Open_Finland_OMX Helsinki 25,Close_Finland_OMX Helsinki 25,rate_Finland,confirmed_Ireland,Open_Ireland_ISEQ,Close_Ireland_ISEQ,rate_Ireland,confirmed_US_x,Open_US_Dow Jones,Close_US_Dow Jones,rate_US,confirmed_US_y,Open_US_S&P 500,Close_US_S&P 500,rate_US,confirmed_Lithuania,Open_Lithuania_OMX Vilnius,Close_Lithuania_OMX Vilnius,rate_Lithuania,confirmed_Canada,Open_Canada_TSX,Close_Canada_TSX,rate_Canada,confirmed_Brazil,Open_Brazil_iBovespa,Close_Brazil_iBovespa,rate_Brazil,confirmed_Mexico,Open_Mexico_IPC Mexico,Close_Mexico_IPC Mexico,rate_Mexico,confirmed_Argentina,Open_Argentina_Merval,Close_Argentina_Merval,rate_Argentina,confirmed_Japan,Open_Japan_NIKKEI 225,Close_Japan_NIKKEI 225,rate_Japan,confirmed_China,Open_China_SHANGHAI,Close_China_SHANGHAI,rate_China,"confirmed_Korea, South","Open_Korea, South_KOSPI","Close_Korea, South_KOSPI","rate_Korea, South",confirmed_Indonesia,Open_Indonesia_JCI,Close_Indonesia_JCI,rate_Indonesia,confirmed_Australia_x,Open_Australia_ASX 50,Close_Australia_ASX 50,rate_Australia,confirmed_Australia_y,Open_Australia_ASX 200,Close_Australia_ASX 200,rate_Australia,confirmed_Australia,Open_Australia_Australian All,Close_Australia_Australian All,rate_Australia
69,2020-03-31,38815,5563.700195,5672.0,0.1,71808,20.74,20.594998999999998,0.0,52278,4437.779785,4396.120117,0.0,105792,17097.0,17051.0,0.0,95923,6746.799805,6785.399901999999,0.0,2337,2466.280029,2508.810059,6.0,12667,480.89999400000005,483.44000199999994,0.0,4834,1472.26001,1482.430054,0.0,1397,29294.939452999995,29468.490233999997,4.4,10180,1989.969971,2001.5999760000002,0.0,1418,3283.52002,3382.459961,0.0,3235,4966.959961,5153.649902,0.0,192301,22208.419922,21917.160156,0.25,192301,2614.689941,2584.590088,0.25,468,602.77002,604.5599980000001,0.0,8527,13083.900391,13378.799805,0.25,5717,74629.0,73020.0,3.75,1215,34239.109375,34554.53125,6.5,1054,,,38.0,2255,19181.900391,18917.009766,-0.1,82279,2767.306885,2750.295898,4.05,9786,1739.290039,1754.640015,0.75,1528,4414.5,4538.930176,6.5,4559,5209.700195,5087.5,0.25,4559,5181.399902,5076.799805,0.25,4559,5194.0,5110.600098,0.25
70,2020-04-01,43789,5672.0,5454.600098,0.1,77872,19.77,19.601,0.0,57122,4259.939941,4207.240234000001,0.0,110574,16600.0,16545.0,0.0,104118,6627.299805,6579.399902,0.0,2777,2465.560059,2473.610107,6.0,13696,468.98999000000003,471.299988,0.0,5320,1439.23999,1425.98999,0.0,1998,29505.330077999995,28265.310547000005,4.4,10711,2000.22998,1946.189941,0.0,1446,3276.530029,3263.1201170000004,0.0,3447,5138.910156,4990.97998,0.0,224544,21227.380859,20943.509766,0.25,224544,2498.080078,2470.5,0.25,512,602.969971,601.51001,0.0,9560,12966.799805,12876.400391,0.25,6836,73011.0,70967.0,3.75,1378,34098.859375,33691.878906,6.5,1054,24384.240234,25324.279297,38.0,2535,18686.119141,18065.410156,-0.1,82361,2743.541016,2734.521973,4.05,9887,1737.280029,1685.459961,0.75,1677,4538.930176,4466.037109000001,6.5,4862,5087.5,5269.299805,0.25,4862,5076.799805,5258.600098,0.25,4862,5110.600098,5290.700195,0.25
71,2020-04-02,48718,5454.600098,5480.200195,0.1,84794,20.098,19.767,0.0,59228,4243.839844,4220.959961,0.0,115242,16660.0,16834.0,0.0,112065,6633.700195,6574.100098,0.0,3548,2528.719971,2545.949951,6.0,14788,473.98001100000005,478.27999900000003,0.0,5874,1436.849976,1427.189941,0.0,2543,,,4.4,11129,1953.7399899999998,1981.680054,0.0,1518,3286.659912,3294.219971,0.0,3849,4993.140136999999,4880.109863000001,0.0,256779,20819.460938,21413.439453,0.25,256779,2458.540039,2526.899902,0.25,579,601.9400019999999,601.23999,0.0,11284,12946.599609,13097.799805,0.25,8044,70969.0,72253.0,3.75,1510,33686.089844,33590.621094,6.5,1133,25331.300781,26003.279297,38.0,2818,17934.419922,17818.720703,-0.1,82432,2720.228027,2780.637939,4.05,9976,1693.530029,1724.859985,0.75,1790,4466.037109000001,4531.685059,6.5,5116,5269.299805,5163.299805,0.25,5116,5258.600098,5154.299805,0.25,5116,5290.700195,5188.700195,0.25
72,2020-04-03,53699,5480.200195,5415.5,0.1,91159,19.74,19.597,0.0,64452,4204.810059,4154.580078,0.0,119827,16742.0,16384.0,0.0,119199,6563.600098,6581.600098,0.0,4149,2547.149902,2572.22998,6.0,15821,475.209991,471.459991,0.0,6475,1425.920044,1404.589966,0.0,2567,28623.529297000005,27590.949219,4.4,11524,1981.869995,1964.939941,0.0,1615,3279.070068,3254.01001,0.0,4273,4877.790039,4784.669922,0.0,289066,21285.929688,21052.529297,0.25,289066,2514.919922,2488.649902,0.25,631,603.330017,600.6400150000001,0.0,12437,13108.299805,12938.299805,0.25,9056,72241.0,69538.0,3.75,1688,33708.519531,33075.410156,6.5,1265,26003.279297,26505.410156,38.0,3154,17951.439453,17820.189453,-0.1,82511,2773.575928,2763.987061,4.05,10062,1731.1700440000002,1725.439941,0.75,1986,4531.685059,4623.429199,6.5,5330,5163.299805,5085.600098,0.25,5330,5154.299805,5067.5,0.25,5330,5188.700195,5106.899902,0.25
73,2020-04-04,57772,,,0.1,96092,,,0.0,47378,,,0.0,124632,,,0.0,126168,,,0.0,4731,,,6.0,16727,,,0.0,6832,,,0.0,3082,,,4.4,11781,,,0.0,1882,,,0.0,4604,,,0.0,321482,,,0.25,321482,,,0.25,683,,,0.0,12978,,,0.25,10360,,,3.75,1890,,,6.5,1451,,,38.0,3525,,,-0.1,82543,,,4.05,10156,,,0.75,2092,,,6.5,5550,,,0.25,5550,,,0.25,5550,,,0.25
74,2020-04-05,61422,,,0.1,100123,,,0.0,48233,,,0.0,128948,,,0.0,131646,,,0.0,5389,,,6.0,17953,,,0.0,7172,,,0.0,3588,,,4.4,12051,,,0.0,1927,,,0.0,4994,,,0.0,351359,,,0.25,351359,,,0.25,716,,,0.0,15756,,,0.25,11130,,,3.75,2143,,,6.5,1451,,,38.0,3876,,,-0.1,82602,,,4.05,10237,,,0.75,2273,,,6.5,5687,,,0.25,5687,,,0.25,5687,,,0.25
75,2020-04-06,66738,5415.5,5582.399902,0.1,103374,20.6,20.943001000000002,0.0,50887,4298.5,4346.140136999999,0.0,132547,16769.0,17039.0,0.0,136675,6807.899901999999,6844.299805,0.0,6343,2597.280029,2622.590088,6.0,18926,486.26000999999997,489.82000700000003,0.0,7561,1443.359985,1461.22998,0.0,4778,,,4.4,12297,1965.680054,2046.550049,0.0,2176,3325.929932,3336.790039,0.0,5364,4787.890136999999,5017.089844,0.0,382740,21693.630859,22679.990234,0.25,382740,2578.280029,2663.679932,0.25,750,604.280029,608.4400019999999,0.0,16563,13362.400391,13592.700195,0.25,12161,69556.0,74073.0,3.75,2439,33641.070313,34381.558594,6.5,1554,26505.410156,26922.589844,38.0,4110,17857.990234,18576.300781,-0.1,82665,,,4.05,10284,1745.25,1791.880005,0.75,2491,4623.429199,4811.827147999999,6.5,5797,5085.600098,5304.700195,0.25,5797,5067.5,5286.799805,0.25,5797,5106.899902,5323.600098,0.25
76,2020-04-07,72224,5582.399902,5704.5,0.1,107663,21.870001000000002,21.290001,0.0,47396,4489.399902,4438.27002,0.0,135586,17588.0,17412.0,0.0,141942,6986.899901999999,7002.0,0.0,7497,2648.73999,2634.73999,6.0,19709,503.97000099999997,499.85000599999995,0.0,8299,1493.780029,1510.849976,0.0,5311,28898.359375,30067.210938,4.4,12639,2050.1201170000004,2126.419922,0.0,2308,3428.2299799999996,3444.0200200000004,0.0,5709,5017.72998,5115.0,0.0,413507,23537.439453,22653.859375,0.25,413507,2738.649902,2659.409912,0.25,783,615.530029,637.039978,0.0,17872,13937.900391,13614.099609,0.25,14034,74078.0,76358.0,3.75,2785,34688.320313,34526.308594,6.5,1628,26922.589844,26696.099609,38.0,4485,18878.859375,18950.179688,-0.1,82718,2806.968018,2820.762939,4.05,10331,1826.719971,1823.5999760000002,0.75,2738,4811.827147999999,4778.63916,6.5,5895,5322.399902,5252.0,0.25,5895,5306.799805,5252.299805,0.25,5895,5323.600098,5301.299805,0.25
77,2020-04-08,77387,5704.5,5677.700195,0.1,113296,21.469998999999998,21.525,0.0,51251,4397.359863000001,4442.75,0.0,139422,17212.0,17381.0,0.0,148220,6930.200195,6951.799805,0.0,8672,2617.659912,2670.1201170000004,6.0,20682,496.19000199999994,500.709991,0.0,8954,1494.390015,1499.51001,0.0,5916,29701.919922000005,29893.960938,4.4,12942,2126.689941,2114.340088,0.0,2487,3419.149902,3434.5200200000004,0.0,6074,5115.029785,5109.839844,0.0,444699,22893.470703,23433.570313,0.25,444699,2685.0,2749.97998,0.25,821,636.47998,644.75,0.0,19141,13726.0,13925.700195,0.25,16170,76335.0,78625.0,3.75,3181,34625.070313,34567.78125,6.5,1715,26696.099609,28017.589844,38.0,5020,19047.759766,19353.240234,-0.1,82809,2805.9169920000004,2815.368896,4.05,10384,1815.75,1807.140015,0.75,2956,4778.63916,4626.694824,6.5,6010,5252.0,5192.5,0.25,6010,5252.299805,5206.899902,0.25,6010,5301.299805,5258.799805,0.25
78,2020-04-09,82293,5677.700195,5842.700195,0.1,118181,22.01,22.212999,0.0,55035,4512.299805,4506.850098,0.0,143626,17686.0,17622.0,0.0,153222,7049.299805,7070.600098000001,0.0,10131,2693.580078,2701.77002,6.0,21903,506.549988,508.040009,0.0,9599,1518.819946,1498.76001,0.0,6725,30571.189452999995,31159.619141000003,4.4,13244,2115.01001,2184.060059,0.0,2605,3481.7700200000004,3467.26001,0.0,6574,5109.839844,5289.180176,0.0,480640,23690.660156,23719.369141,0.25,480640,2776.98999,2789.820068,0.25,858,647.450012,651.320007,0.0,20654,14082.0,14166.599609,0.25,18092,78640.0,77682.0,3.75,3441,,,6.5,1795,,,38.0,5614,19376.0,19345.769531,-0.1,82883,2825.839111,2825.904053,4.05,10423,1838.089966,1836.209961,0.75,3293,4626.694824,4649.079102000001,6.5,6108,5192.5,5376.600098,0.25,6108,5206.899902,5387.299805,0.25,6108,5258.799805,5439.399902,0.25
79,2020-04-10,86660,,,0.1,122171,,,0.0,56600,,,0.0,147577,,,0.0,158273,,,0.0,11917,2678.300049,2677.860107,6.0,23249,,,0.0,10053,,,0.0,7598,,,4.4,13555,,,0.0,2769,,,0.0,8089,,,0.0,515055,,,0.25,515055,,,0.25,896,,,0.0,22059,,,0.25,19638,,,3.75,3844,,,6.5,1975,,,38.0,6250,19500.070313,19498.5,-0.1,82941,2827.1870120000003,2796.631104,4.05,10450,1835.7600100000002,1860.699951,0.75,3512,,,6.5,6215,,,0.25,6215,,,0.25,6215,,,0.25
80,2020-04-11,90273,,,0.1,124908,,,0.0,58045,,,0.0,152271,,,0.0,163027,,,0.0,13584,,,6.0,24571,,,0.0,10448,,,0.0,8446,,,4.4,13806,,,0.0,2905,,,0.0,8928,,,0.0,544185,,,0.25,544185,,,0.25,926,,,0.0,23316,,,0.25,20727,,,3.75,4219,,,6.5,1975,,,38.0,6951,,,-0.1,83014,,,4.05,10480,,,0.75,3842,,,6.5,6303,,,0.25,6303,,,0.25,6303,,,0.25
81,2020-04-12,93812,,,0.1,127854,,,0.0,108791,,,0.0,156363,,,0.0,166831,,,0.0,15770,,,6.0,25746,,,0.0,10912,,,0.0,9205,,,4.4,13945,,,0.0,2974,,,0.0,9655,,,0.0,571440,,,0.25,571440,,,0.25,952,,,0.0,24299,,,0.25,22192,,,3.75,4661,,,6.5,2142,,,38.0,7473,,,-0.1,83134,,,4.05,10512,,,0.75,4241,,,6.5,6315,,,0.25,6315,,,0.25,6315,,,0.25
82,2020-04-13,98017,,,0.1,130072,22.450001,21.733,0.0,111932,,,0.0,159516,,,0.0,170099,,,0.0,18328,2675.72998,2628.850098,6.0,26710,,,0.0,11349,,,0.0,10453,31195.720702999995,30690.019531,4.4,14041,,,0.0,3064,,,0.0,10647,,,0.0,598370,23698.929688,23390.769531,0.25,598370,2782.459961,2761.6298829999996,0.25,970,651.320007,651.320007,0.0,25680,14195.099609,14075.900391,0.25,23430,77682.0,78836.0,3.75,5014,34694.03125,34613.671875,6.5,2208,28017.589844,28880.640625,38.0,7773,19312.039063,19043.400391,-0.1,83213,2784.5979,2783.048096,4.05,10537,1853.300049,1825.7600100000002,0.75,4557,4649.079102000001,4623.894043,6.5,6351,,,0.25,6351,,,0.25,6351,,,0.25
83,2020-04-14,102365,5842.700195,5791.299805,0.1,131359,22.4,22.433001,0.0,129380,4553.549805,4523.910156,0.0,162488,17822.0,17558.0,0.0,172541,7209.700195,7108.600098000001,0.0,21102,2649.340088,2631.830078,6.0,27580,512.169983,507.73999000000003,0.0,11828,1529.849976,1535.839966,0.0,11487,,,4.4,14226,2184.27002,2201.409912,0.0,3161,3531.8000490000004,3534.0900880000004,0.0,11479,5304.740234000001,5183.339844,0.0,627151,23690.570313,23949.759766,0.25,627151,2805.100098,2846.060059,0.25,977,654.6900019999999,667.119995,0.0,27035,14239.099609,14258.400391,0.25,25262,78848.0,79918.0,3.75,5399,34765.511719,34746.390625,6.5,2277,28880.640625,30781.550781,38.0,8277,19150.300781,19638.810547,-0.1,83306,2794.801025,2827.282959,4.05,10564,1846.410034,1857.0799559999998,0.75,4839,4623.894043,4706.491211,6.5,6415,5376.600098,5452.100098,0.25,6415,5387.299805,5488.100098,0.25,6415,5439.399902,5542.5,0.25
84,2020-04-15,107465,5791.299805,5597.700195,0.1,134753,21.52,21.459999,0.0,132588,4511.870117,4353.720215,0.0,165155,17455.0,16719.0,0.0,177644,7065.600098000001,6839.5,0.0,24490,2617.189941,2498.939941,6.0,28316,506.410004,491.130005,0.0,12432,1531.469971,1480.599976,0.0,12322,31277.109375,30379.810547000005,4.4,14336,2173.22998,2048.040039,0.0,3237,3531.7299799999996,3385.76001,0.0,12547,5183.569824,4970.390136999999,0.0,652591,23600.720703,23504.349609,0.25,652591,2795.639893,2783.360107,0.25,995,670.700012,667.119995,0.0,28209,14010.900391,13958.599609,0.25,28320,79911.0,78831.0,3.75,5847,34593.578125,33855.238281,6.5,2443,30781.550781,32070.669922000005,38.0,8835,19589.25,19550.089844,-0.1,83356,2826.662109,2811.174072,4.05,10591,,,0.75,5136,4706.491211,4625.904785,6.5,6440,5452.100098,5426.600098,0.25,6440,5488.100098,5466.700195,0.25,6440,5542.5,5523.299805,0.25
85,2020-04-16,112808,5597.700195,5628.399902,0.1,137698,21.549999,21.289,0.0,145166,4402.379883,4350.160156,0.0,168941,17003.0,16768.0,0.0,184948,6930.799805,6763.399901999999,0.0,27938,2511.550049,2515.050049,6.0,29383,498.540009,496.079987,0.0,13055,1496.469971,1483.790039,0.0,13430,30095.509766000003,30602.609375,4.4,14476,2048.860107,2006.75,0.0,3369,3416.6298829999996,3382.790039,0.0,13271,4971.129883,5082.990234000001,0.0,682626,23543.660156,23537.679688,0.25,682626,2799.340088,2799.550049,0.25,1022,666.9400019999999,668.599976,0.0,30809,14024.799805,13899.299805,0.25,30425,78837.0,77812.0,3.75,6297,33935.449219,33759.75,6.5,2571,32070.669922000005,30077.720702999995,38.0,9398,19311.300781,19290.199219,-0.1,83403,2798.429932,2819.935059,4.05,10613,1839.5100100000002,1857.069946,0.75,5516,4480.606934,4480.606934,6.5,6462,5391.600098,5376.799805,0.25,6462,5466.700195,5416.299805,0.25,6462,5523.299805,5467.600098,0.25
86,2020-04-17,117798,5628.399902,5787.0,0.1,141397,22.08,22.163,0.0,147057,4470.919922,4499.009765999999,0.0,172434,17153.0,17055.0,0.0,190839,6942.5,6875.799805,0.0,32008,2550.949951,2534.969971,6.0,30619,509.76000999999997,505.82000700000003,0.0,13743,1525.27002,1534.550049,0.0,14352,31656.679688,31588.720702999995,4.4,14595,2012.660034,2070.070068,0.0,3489,3466.139893,3470.1298829999996,0.0,13980,5093.990234000001,5277.52002,0.0,715656,23817.150391,24242.490234,0.25,715656,2842.429932,2874.560059,0.25,1050,673.52002,677.789978,0.0,32814,14079.299805,14359.900391,0.25,33682,77817.0,78990.0,3.75,6875,34190.019531,34743.101563,6.5,2669,30077.720702999995,29883.269531,38.0,9958,19575.849609,19897.259766,-0.1,83760,2835.558105,2838.4951170000004,4.05,10635,1893.310059,1914.530029,0.75,5923,4480.606934,4634.820801,6.5,6522,5376.799805,5449.299805,0.25,6522,5416.299805,5487.5,0.25,6522,5467.600098,5544.700195,0.25
87,2020-04-18,122534,,,0.1,143342,,,0.0,150863,,,0.0,175925,,,0.0,191726,,,0.0,36793,,,6.0,31766,,,0.0,14275,,,0.0,15722,,,4.4,14671,,,0.0,3681,,,0.0,14758,,,0.0,743588,,,0.25,743588,,,0.25,1091,,,0.0,34356,,,0.25,36658,,,3.75,7497,,,6.5,2758,,,38.0,10548,,,-0.1,83787,,,4.05,10653,,,0.75,6248,,,6.5,6568,,,0.25,6568,,,0.25,6568,,,0.25
88,2020-04-19,126394,,,0.1,145184,,,0.0,151955,,,0.0,178972,,,0.0,198674,,,0.0,42853,,,6.0,32838,,,0.0,14663,,,0.0,17615,,,4.4,14749,,,0.0,3783,,,0.0,15251,,,0.0,769684,,,0.25,769684,,,0.25,1153,,,0.0,35633,,,0.25,38654,,,3.75,8261,,,6.5,2839,,,38.0,10914,,,-0.1,83805,,,4.05,10661,,,0.75,6575,,,6.5,6610,,,0.25,6610,,,0.25,6610,,,0.25
89,2020-04-20,131260,5787.0,5812.799805,0.1,147065,21.799999,21.885,0.0,154402,4531.339844,4528.299805,0.0,181228,17144.0,17064.0,0.0,200210,6932.5,6831.5,0.0,47121,2524.310059,2525.969971,6.0,33588,508.02999900000003,512.76001,0.0,15124,1548.680054,1541.170044,0.0,18539,32056.189452999995,31648.0,4.4,14795,2070.949951,2061.100098,0.0,3868,3478.4799799999996,3461.6298829999996,0.0,15652,5277.52002,5235.490234000001,0.0,799512,24095.099609,23650.439453,0.25,799512,2845.6201170000004,2823.159912,0.25,1173,680.960022,675.900024,0.0,37658,14132.799805,14388.299805,0.25,40743,78989.0,78973.0,3.75,8772,34567.179688,34477.058594,6.5,2941,29883.269531,30535.730469,38.0,11258,19689.849609,19669.119141,-0.1,83817,2840.408936,2852.552979,3.85,10674,1908.339966,1898.359985,0.75,6760,4634.820801,4575.904785,6.5,6623,5448.700195,5309.899902,0.25,6623,5486.299805,5353.0,0.25,6623,5543.200195,5414.700195,0.25
90,2020-04-21,136035,5812.799805,5641.0,0.1,148291,21.459999,21.313999,0.0,157068,4467.490234000001,4357.459961,0.0,183957,16812.0,16451.0,0.0,204178,6741.299805,6634.899902,0.0,52763,2487.6298829999996,2488.02002,6.0,34317,506.05999800000006,495.76000999999997,0.0,15831,1525.449951,1493.449951,0.0,20080,30836.189452999995,30636.710938,4.4,14873,2061.1201170000004,1994.630005,0.0,4014,3430.850098,3347.800049,0.0,16040,5234.490234000001,5120.600098,0.0,825429,23365.25,23018.880859,0.25,825429,2784.810059,2736.560059,0.25,1226,675.929993,672.700012,0.0,39402,14106.5,13940.099609,0.25,43079,,,3.75,9501,34281.140625,33892.28125,6.5,3031,30535.730469,30237.080077999995,38.0,11641,19479.830078,19280.779297,-0.1,83853,2842.237061,2827.012939,3.85,10683,1886.780029,1879.380005,0.75,7135,4575.904785,4501.918945,6.5,6645,5309.899902,5184.899902,0.25,6645,5353.0,5221.299805,0.25,6645,5414.700195,5278.600098,0.25
91,2020-04-22,141540,5641.0,5770.600098,0.1,150648,21.559998999999998,21.528999,0.0,158868,4382.200195,4411.799805,0.0,187327,16615.0,16765.0,0.0,208389,6685.100098,6719.799805,0.0,57999,2474.320068,2573.409912,6.0,35032,500.670013,509.619995,0.0,16553,1508.569946,1527.630005,0.0,21370,30856.140625,31379.550781,4.4,14925,1994.8299559999998,2039.22998,0.0,4129,3387.9499509999996,3455.790039,0.0,16671,5120.740234000001,5232.330078,0.0,854288,23437.339844,23475.820313,0.25,854288,2787.889893,2799.310059,0.25,1250,672.5599980000001,679.97998,0.0,41663,14212.900391,14288.200195,0.25,45757,78973.0,80687.0,3.75,10544,34183.390625,34223.851563,6.0,3144,30237.080077999995,30554.880858999997,38.0,12037,19109.179688,19137.949219,-0.1,83868,2814.065918,2843.97998,3.85,10694,1855.5100100000002,1896.1500239999998,0.75,7418,4501.918945,4567.562011999999,6.5,6652,5184.899902,5186.100098,0.25,6652,5221.299805,5221.200195,0.25,6652,5278.600098,5273.799805,0.25
92,2020-04-23,146708,5770.600098,5826.600098,0.1,153129,21.360001,21.316,0.0,157158,4450.189941,4451.0,0.0,189973,16925.0,17011.0,0.0,213024,6758.700195,6746.5,0.0,62773,2600.280029,2599.409912,6.0,35921,509.92999299999997,512.72998,0.0,17311,1535.939941,1541.890015,0.0,23077,31646.449219,31863.080077999995,4.4,15002,2040.869995,2108.810059,0.0,4284,3494.149902,3502.719971,0.0,17607,5239.839844,5262.609863000001,0.0,887858,23543.089844,23515.259766,0.25,887858,2810.419922,2797.800049,0.25,1272,686.580017,684.289978,0.0,43299,14329.400391,14251.099609,0.25,50036,80690.0,79673.0,3.75,11633,34308.410156,34240.601563,6.0,3435,30554.880858999997,30378.939452999995,38.0,12469,19313.039063,19429.439453,-0.1,83884,2850.51001,2838.499023,3.85,10708,1907.449951,1914.72998,0.75,7775,4567.562011999999,4593.554199,6.5,6662,5186.100098,5176.100098,0.25,6662,5221.200195,5217.100098,0.25,6662,5273.799805,5272.799805,0.25
93,2020-04-24,151689,5826.600098,5752.200195,0.1,154999,21.313999,21.424,0.0,159969,4387.029785,4393.319824,0.0,192994,16640.0,16859.0,0.0,202990,6641.299805,6613.899902,0.0,68622,2588.290039,2562.030029,5.5,36729,503.55999800000006,504.94000199999994,0.0,18090,1515.640015,1514.130005,0.0,24530,31426.619141000003,31327.220702999995,4.4,15071,2108.850098,2094.1201170000004,0.0,4395,3448.469971,3468.780029,0.0,18184,5263.339844,5294.950195,0.0,920185,23628.240234,23775.269531,0.25,920185,2812.639893,2836.73999,0.25,1291,684.880005,687.919983,0.0,44919,14337.599609,14420.400391,0.25,54043,79667.0,75331.0,3.75,12872,34361.019531,34586.820313,6.0,3607,30378.939452999995,29258.099608999997,38.0,12854,19331.859375,19262.0,-0.1,83899,2834.938965,2808.529053,3.85,10718,1906.069946,1889.0100100000002,0.75,8211,4593.554199,4496.063965,6.5,6677,5176.100098,5206.600098,0.25,6677,5217.100098,5242.600098,0.25,6677,5272.799805,5300.700195,0.25
94,2020-04-25,155453,,,0.1,156513,,,0.0,161647,,,0.0,195351,,,0.0,205905,,,0.0,74588,,,5.5,37384,,,0.0,18563,,,0.0,26283,,,4.4,15148,,,0.0,4475,,,0.0,18561,,,0.0,950581,,,0.25,950581,,,0.25,1301,,,0.0,46371,,,0.25,59324,,,3.75,13842,,,6.0,3780,,,38.0,13186,,,-0.1,83909,,,3.85,10728,,,0.75,8607,,,6.5,6694,,,0.25,6694,,,0.25,6694,,,0.25
95,2020-04-26,158926,,,0.1,157770,,,0.0,162280,,,0.0,197675,,,0.0,207634,,,0.0,80949,,,5.5,38040,,,0.0,18863,,,0.0,27890,,,4.4,15225,,,0.0,4576,,,0.0,19262,,,0.0,977082,,,0.25,977082,,,0.25,1316,,,0.0,48033,,,0.25,63100,,,3.75,14677,,,6.0,3892,,,38.0,13405,,,-0.1,83912,,,3.85,10738,,,0.75,8882,,,6.5,6714,,,0.25,6714,,,0.25,6714,,,0.25
96,2020-04-27,163630,5752.200195,5846.799805,0.1,158758,21.85,22.068001000000002,0.0,165966,4479.859863000001,4505.259765999999,0.0,199414,17313.0,17380.0,0.0,209465,6780.899901999999,6731.799805,0.0,87147,2570.689941,2570.909912,5.5,38440,513.039978,512.1900019999999,0.0,19426,1536.829956,1539.51001,0.0,29451,31659.039063,31743.080077999995,4.4,15274,2094.540039,2115.1298829999996,0.0,4695,3508.26001,3505.580078,0.0,19648,5295.529785,5393.27002,0.0,1000785,23866.150391,24133.779297,0.25,1000785,2854.649902,2878.47998,0.25,1328,690.409973,692.3900150000001,0.0,49616,14492.0,14642.099609,0.25,67446,75334.0,78239.0,3.75,15529,34704.839844,34968.089844,6.0,4003,29258.099608999997,29986.230469,38.0,13576,19410.839844,19783.220703,-0.1,83918,2812.241943,2815.4951170000004,3.85,10752,1897.060059,1922.77002,0.75,9096,4496.063965,4513.141113000001,6.5,6721,5206.600098,5269.399902,0.25,6721,5242.600098,5321.399902,0.25,6721,5300.700195,5388.299805,0.25
97,2020-04-28,168357,5846.799805,5958.5,0.1,159912,22.58,22.181998999999998,0.0,169098,4507.419922,4569.790039,0.0,201505,17428.0,17677.0,0.0,210773,6724.600098000001,6836.399901999999,0.0,93558,2567.73999,2612.23999,5.5,38612,512.909973,519.969971,0.0,20168,1542.599976,1568.5,0.0,31324,32101.910156,32114.519531,4.4,15357,2115.649902,2164.6201170000004,0.0,4740,3521.4399409999996,3615.959961,0.0,19877,5398.52002,5481.109863000001,0.0,1025362,24357.169922,24101.550781,0.25,1025362,2909.959961,2863.389893,0.25,1337,692.450012,693.099976,0.0,51150,14767.599609,14798.299805,0.25,73235,78243.0,81312.0,3.75,16752,35065.761719,35830.808594,6.0,4127,29986.230469,33064.839844,38.0,13860,19776.179688,19771.189453,-0.1,83940,2819.990967,2810.0239260000003,3.85,10761,1931.25,1934.089966,0.75,9511,4513.141113000001,4529.554199,6.5,6744,5269.399902,5252.399902,0.25,6744,5321.399902,5313.100098,0.25,6744,5388.299805,5381.200195,0.25
98,2020-04-29,173807,5958.5,6115.299805,0.1,161539,22.780001000000002,22.950001,0.0,167643,4566.290039,4671.109863000001,0.0,203591,17616.0,18067.0,0.0,212917,6829.399901999999,7055.700195,0.0,99399,2629.23999,2663.139893,5.5,38998,519.8900150000001,526.960022,0.0,20966,1566.410034,1600.859985,0.0,33062,32311.039063,32720.160156,4.4,15402,2164.6201170000004,2255.280029,0.0,4906,3645.219971,3748.9099119999996,0.0,20253,5480.939941,5687.359863000001,0.0,1051800,24490.369141,24633.859375,0.25,1051800,2918.459961,2939.51001,0.25,1364,693.669983,694.840027,0.0,52865,15003.0,15228.099609,0.25,79685,81313.0,83171.0,3.75,17799,36095.71875,36870.089844,6.0,4285,33064.839844,33185.050781,38.0,14076,,,-0.1,83944,2801.383057,2822.441895,3.85,10765,1936.890015,1947.560059,0.75,9771,4529.554199,4567.323242,6.5,6752,5252.399902,5335.600098,0.25,6752,5313.100098,5393.399902,0.25,6752,5381.200195,5463.799805,0.25
