Austray 61
"k1","Matr2","SE","CILeft","CIRight"
"52",56,0.599086272114081,0.113216663563331,0.377181611529953,0.820990932698209
"53",57,0.557814988646409,0.104488320770766,0.353017879935708,0.762612097357111
"54",58,0.524846579574185,0.0974615630850973,0.333821915927395,0.715871243220976
"55",59,0.499111600900639,0.0918938942575452,0.31899956815585,0.679223633645427
"56",60,0.447308385218129,0.0816669642483933,0.287241135291278,0.60737563514498
"57",61,0.397866174774702,0.0720422219166214,0.256663419818124,0.53906892973128
Austray 61
"1",5,12.3156074333335,7.78907405156683,-2.95097770773749,27.5821925744045
"2",6,11.6245292290273,6.71142507958157,-1.5298639269526,24.7789223850072
"3",7,11.8254257146343,6.32095592527256,-0.563647898899925,24.2144993281685
"4",8,12.1898996537534,6.09494982687672,0.243797993075068,24.1360013144318
"5",9,12.1232583774952,5.714958805869,0.921939117991993,23.3245776369985
"6",10,9.40720094764805,4.2070281593883,1.16142575524699,17.6529761400491
"7",11,8.05807411426053,3.43597434721389,1.3235643937213,14.7925838347998
"8",12,6.44679664827194,2.63189371062518,1.28828497544658,11.6053083210973
"9",13,5.92574044195531,2.32426662661662,1.37017785378673,10.4813030301239
"10",14,5.70926534394779,2.15789946699507,1.47978238863745,9.93874829925813
"11",15,5.60791875294105,2.0477224010947,1.59438284679543,9.62145465908667
"12",16,5.33348294319178,1.88567097823685,1.63756782584756,9.02939806053599
"13",17,4.99191997407918,1.71221442539842,1.63597970029828,8.34786024786008
"14",18,4.73715303984891,1.57905101328297,1.64221305381429,7.83209302588353
"15",19,4.58565656205015,1.48778344862676,1.66960100274169,7.50171212135861
"16",20,4.46340390471629,1.41145224561926,1.69695750330253,7.22985030613004
"17",21,4.35346848975539,1.34350954384733,1.72018978381462,6.98674719569617
"18",22,4.22390136413818,1.27355417966515,1.72773517199448,6.72006755628188
"19",23,4.13020806629022,1.21793191324113,1.7430615163376,6.51735461624283
"20",24,4.05032101078808,1.16922696294145,1.75863616342284,6.34200585815332
"21",25,3.99112448460195,1.12886047504868,1.77855795350653,6.20369101569737
"22",26,3.91745342268797,1.08650609113411,1.78790148406512,6.04700536131082
"23",27,3.86452618629247,1.05179080600449,1.80301620652367,5.92603616606127
"24",28,3.82623549566165,1.02260445041993,1.82193077283858,5.83054021848472
"25",29,3.77229882847384,0.990654205695622,1.83061658531043,5.71398107163726
"26",30,3.72846973457438,0.962686745922998,1.84160371256531,5.61533575658346
"27",31,3.60851176314983,0.916562904403419,1.81204847051913,5.40497505578053
"28",32,3.51165959671445,0.877914899178612,1.79094639432437,5.23237279910453
"29",33,3.39487229222136,0.835759784267904,1.75678311505627,5.03296146938645
"30",34,3.23310613092299,0.784143416272209,1.69618503502947,4.77002722681652
"31",35,2.93575868238662,0.701780553458067,1.56026879760881,4.31124856716443
"32",36,2.6539364583902,0.62553882218864,1.42788036690047,3.87999254987994
"33",37,2.45310777060252,0.570335971833315,1.33524926580922,3.57096627539581
"34",38,2.26803563412167,0.520323059446608,1.24820243760632,3.28786883063702
"35",39,2.13437803957088,0.483341447277735,1.18702880290652,3.08172727623525
"36",40,2.00499601887807,0.448330739282781,1.12626776988382,2.88372426787232
"37",41,1.88689247179643,0.416744830399239,1.07007260421393,2.70371233937894
"38",42,1.79699485401515,0.392136425808121,1.02840745943123,2.56558224859907
"39",43,1.72623662249611,0.372289764418185,0.996548684236466,2.45592456075575
"40",44,1.65923204202415,0.353749459959731,0.965883100503078,2.35258098354522
"41",45,1.55615749737048,0.32806680597588,0.913146557657755,2.1991684370832
"42",46,1.47787999056911,0.308159280280194,0.873887801219933,2.08187217991829
"43",47,1.39598850239877,0.287970440181418,0.831566439643195,1.96041056515435
"44",48,1.33401047785293,0.272303748522169,0.800295130749475,1.86772582495638
"45",49,1.25537112275242,0.253623266801146,0.75826951982218,1.75247272568267
"46",50,1.08593001580272,0.217186003160544,0.660245449608055,1.51161458199739
"47",51,0.944727981268868,0.187084017886937,0.578043306210472,1.31141265632726
"48",52,0.83051153863525,0.162876713144812,0.511273180871419,1.14974989639908
"49",53,0.744731719831421,0.144669478144254,0.461179542668683,1.02828389699416
"50",54,0.686780951378244,0.132171055717512,0.42772568217192,0.945836220584568
"51",55,0.645098324171827,0.123015423696572,0.403988093726545,0.886208554617109
"52",56,0.599086272114081,0.113216663563331,0.377181611529953,0.820990932698209
"53",57,0.557814988646409,0.104488320770766,0.353017879935708,0.762612097357111
"54",58,0.524846579574185,0.0974615630850973,0.333821915927395,0.715871243220976
"55",59,0.499111600900639,0.0918938942575452,0.31899956815585,0.679223633645427
"56",60,0.447308385218129,0.0816669642483933,0.287241135291278,0.60737563514498
"57",61,0.397866174774702,0.0720422219166214,0.256663419818124,0.53906892973128
Austray 60
"1",5,2.26027304172086,1.42952218914294,-0.541590448999305,5.06213653244102
"2",6,2.48058031201885,1.43216371089057,-0.326460561326666,5.28762118536437
"3",7,2.6781803475388,1.43154761149734,-0.127652970995979,5.48401366607359
"4",8,2.82262851361726,1.41131425680863,0.0564525702723451,5.58880445696218
"5",9,2.92923054788862,1.38085252271389,0.222759603369404,5.63570149240784
"6",10,3.03641205827422,1.35792475400024,0.374879540433747,5.6979445761147
"7",11,3.04872113074245,1.29997905808555,0.500762176894764,5.59668008459013
"8",12,2.95201369103507,1.20515454279098,0.589910787164737,5.3141165949054
"9",13,2.78554673242238,1.09258131881895,0.64408734753724,4.92700611730752
"10",14,2.71216353626639,1.02510146169977,0.702964671334843,4.72136240119793
"11",15,2.67698217101747,0.977495680736946,0.761090636773053,4.59287370526188
"12",16,2.60437286874386,0.920784858113524,0.799634546841356,4.40911119064637
"13",17,2.56742832115953,0.880620649067332,0.841411848987558,4.2934447933315
"14",18,2.54685719991724,0.848952399972414,0.88291049597131,4.21080390386317
"15",19,2.53989209211269,0.824049809402614,0.924754465683571,4.15502971854182
"16",20,2.51770384647644,0.796167862863243,0.957214835264479,4.07819285768839
"17",21,2.49656433072433,0.770456479253263,0.986469631387931,4.00665903006072
"18",22,2.47899026411325,0.74744368772797,1.01400063616642,3.94397989206007
"19",23,2.46362060647645,0.726482082884804,1.03971572402223,3.88752548893067
"20",24,2.44326987688216,0.70531126056041,1.06085980618376,3.82567994758056
"21",25,2.41817987932693,0.683964556320377,1.077609348939,3.75875040971487
"22",26,2.37074037887873,0.657525076681552,1.08199122858288,3.65948952917457
"23",27,2.32906882215517,0.633892243345022,1.08664002519893,3.57149761911142
"24",28,2.30115333449553,0.615009098008192,1.09573550239947,3.50657116659159
"25",29,2.25532611751749,0.592277654853177,1.09446191400526,3.41619032102971
"26",30,2.220135137105,0.573236427489172,1.09659173922622,3.34367853498378
"27",31,2.19549406264993,0.557656049569411,1.10248820549389,3.28849991980598
"28",32,2.16838993254425,0.542097483136064,1.10587886559757,3.23090099949094
"29",33,2.14677884268847,0.528500417098821,1.11091802517478,3.18263966020216
"30",34,2.11956200261783,0.514069295108178,1.11198618420581,3.12713782102986
"31",35,2.08127036351374,0.497518776446282,1.10613356167902,3.05640716534845
"32",36,2.05248564299003,0.483775505482093,1.10428565224512,3.00068563373493
"33",37,2.0285333356302,0.471624420760268,1.10414947094007,2.95291720032032
"34",38,1.99364760441475,0.457374128246097,1.0971943130524,2.8901008957771
"35",39,1.96431724664245,0.444830261229479,1.09244993463267,2.83618455865223
"36",40,1.89793653312933,0.424391510505746,1.06612917253807,2.72974389372059
"37",41,1.84366706140538,0.407197934329847,1.04555911011888,2.64177501269188
"38",42,1.75063604527286,0.382020104370525,1.00187664070663,2.49939544983909
"39",43,1.65115755460053,0.356097796216767,0.953205874015671,2.3491092351854
"40",44,1.55597134869647,0.331734206170892,0.90577230460152,2.20617039279142
"41",45,1.43838911187485,0.303239050340752,0.844040573206977,2.03273765054272
"42",46,1.32939798369949,0.277198641619756,0.786088646124768,1.87270732127421
"43",47,1.23738870201917,0.255253799428633,0.737091255139051,1.73768614889929
"44",48,1.16212224331535,0.23721720957176,0.697176512554697,1.62706797407599
"45",49,1.07971636024027,0.218135645738273,0.652170494593259,1.50726222588729
"46",50,1.00598494189689,0.201196988379378,0.61163884467331,1.40033103912047
"47",51,0.938110769471019,0.185773614686337,0.573994484685798,1.30222705425624
"48",52,0.884130242334699,0.173392206085467,0.544281518407183,1.22397896626221
"49",53,0.811631944335448,0.157665326594112,0.502607904210989,1.12065598445991
"50",54,0.73839779990812,0.14210472284866,0.459872543124746,1.01692305669149
"51",55,0.679787767716279,0.129630441028849,0.425712103299735,0.933863432132823
"52",56,0.620549907153497,0.117272909316598,0.390695004892965,0.85040480941403
"53",57,0.579265850339016,0.108506435312265,0.366593237126976,0.791938463551056
"54",58,0.527426523741533,0.0979406466897308,0.33546285622966,0.719390191253405
"55",59,0.49148911459971,0.0904904807747627,0.314127772281175,0.668850456918245
"56",60,0.465312514994267,0.0849540535839403,0.298802569969744,0.63182246001879
Austray 63
"1",5,3.60394780637302,2.27933672730125,-0.863552179137425,8.07144779188347
"2",6,3.42885724215165,1.97965165176906,-0.451259995315695,7.308974479619
"3",7,3.51617432790901,1.87947423531509,-0.167595173308571,7.19994382912658
"4",8,3.30746610318872,1.65373305159436,0.0661493220637746,6.54878288431368
"5",9,3.14249211888731,1.48138499139367,0.238977535755724,6.04600670201889
"6",10,2.91481096668525,1.30354309261402,0.359866505161774,5.46975542820873
"7",11,2.83599050195504,1.20927041318904,0.465820492104515,5.20616051180557
"8",12,2.81393730435689,1.14878509397619,0.562318520163555,5.06555608855023
"9",13,2.62748678148592,1.03058510542337,0.607539974856114,4.64743358811572
"10",14,2.53947451407042,0.959831146430991,0.658205467065681,4.42074356107517
"11",15,2.40112972129521,0.876768607899654,0.682663249811891,4.11959619277853
"12",16,2.315927307273,0.81880395185392,0.711071561639317,3.92078305290668
"13",17,2.25765034611663,0.774367680210994,0.739889692903079,3.77541099933018
"14",18,2.22710650671139,0.742368835570464,0.772063588993282,3.6821494244295
"15",19,2.21556514830491,0.718824253931622,0.80666961059893,3.62446068601089
"16",20,2.20578922358094,0.697531798477016,0.838626898565988,3.57295154859589
"17",21,2.19747650532234,0.678155972468454,0.868290799284166,3.52666221136051
"18",22,2.1960948708927,0.662147517343188,0.898285736900051,3.49390400488535
"19",23,2.19245415542302,0.646519458911005,0.925276015957447,3.45963229488859
"20",24,2.14283651386878,0.618583619055751,0.930412620519512,3.35526040721805
"21",25,2.10201980607038,0.594540983624318,0.936719478166714,3.26732013397404
"22",26,2.06910686552218,0.57386699215806,0.944327560892379,3.19388617015198
"23",27,2.02830360841126,0.552034320450388,0.9463163403285,3.11029087649402
"24",28,1.99681781917752,0.533672010226243,0.950820679134085,3.04281495922096
"25",29,1.95957050719736,0.514608426474406,0.950937991307526,2.9682030230872
"26",30,1.93215741334581,0.498880898942634,0.954350851418244,2.90996397527337
"27",31,1.91191065597874,0.485625792244634,0.960084103179254,2.86373720877822
"28",32,1.87655747019363,0.469139367548409,0.957044309798754,2.79607063058852
"29",33,1.84143747199798,0.45333056794689,0.952909558822079,2.72996538517389
"30",34,1.80400401421388,0.437535241155416,0.946434941549261,2.66157308687849
"31",35,1.77263900280822,0.423741770035674,0.942105133538295,2.60317287207814
"32",36,1.74592683173612,0.411518900725384,0.939349786314364,2.55250387715787
"33",37,1.72283426301912,0.400550830045843,0.937754636129273,2.50791388990898
"34",38,1.69713335991406,0.389349095240897,0.934009133241905,2.46025758658622
"35",39,1.67019814521038,0.378225400458523,0.928876360311675,2.41151993010908
"36",40,1.63656493725503,0.365947044929493,0.919308729193226,2.35382114531684
"37",41,1.60967257423142,0.355517197706404,0.912858866726865,2.30648628173597
"38",42,1.58741858923855,0.346403135465032,0.908468443727087,2.26636873475001
"39",43,1.5649686085068,0.337509810063229,0.903449380782872,2.22648783623073
"40",44,1.53986516251951,0.328300355740207,0.896396465268699,2.18333385977031
"41",45,1.51340443979128,0.319053670050107,0.888059246493071,2.13874963308949
"42",46,1.4787859466502,0.308348185181603,0.874423503694259,2.08314838960614
"43",47,1.44559288310967,0.298203042615963,0.861114919582381,2.03007084663696
"44",48,1.41065742965151,0.287949242042687,0.846276915247839,1.97503794405517
"45",49,1.35933800070293,0.274627748063315,0.821067614498829,1.89760838690703
"46",50,1.29477480037328,0.258954960074655,0.787223078626952,1.8023265221196
"47",51,1.24374672772863,0.246298553309157,0.761001563242685,1.72649189221458
"48",52,1.18632910535871,0.23265827914489,0.730318878234728,1.6423393324827
"49",53,1.12457457434028,0.21845667704463,0.696399487332802,1.55274966134775
"50",54,1.06487751505171,0.204935773323028,0.663203399338575,1.46655163076485
"51",55,1.0033524288748,0.191331800952164,0.628342099008558,1.37836275874104
"52",56,0.904886604541291,0.171007494309279,0.569711915695104,1.24006129338748
"53",57,0.781038144434151,0.146301848876224,0.494286520636752,1.06778976823155
"54",58,0.698561070525804,0.129719534228612,0.444310783437723,0.952811357613884
"55",59,0.635702969858284,0.117042403714824,0.406299858577229,0.865106081139339
"56",60,0.576485183902722,0.105251313097012,0.370192610232579,0.782777757572865
"57",61,0.50322079295668,0.0911189398288816,0.324627670892072,0.681813915021288
"58",62,0.445725641402499,0.0800546884451739,0.288818452049959,0.60263283075504
"59",63,0.407919457505425,0.0726807072087616,0.265465271376253,0.550373643634598
Austray 77
"1",5,9.21357862230092,5.82717876950143,-2.20769176592188,20.6348490105237
"2",6,8.63117546082602,4.9832114757308,-1.13591903160634,18.3982699532584
"3",7,8.61868170904078,4.60687915441227,-0.41080143360727,17.6481648516888
"4",8,8.77914627823968,4.38957313911984,0.175582925564793,17.3827096309146
"5",9,8.81882581441483,4.1572343569838,0.670646474726576,16.9670051541031
"6",10,8.69602749933015,3.88898172454195,1.07362331922794,16.3184316794324
"7",11,8.4763684918461,3.61433566911143,1.3922705803877,15.5604664033045
"8",12,7.8999908656401,3.2251577655777,1.5786816451078,14.2213000861724
"9",13,7.64509208263749,2.99865182404479,1.7677345075097,13.5224496577653
"10",14,7.11860009831165,2.6905779347218,1.84506734625693,12.3921328503664
"11",15,6.68013211699421,2.43923936506165,1.89922296147338,11.461041272515
"12",16,6.3709936117647,2.2524863928875,1.95612028170521,10.7858669418242
"13",17,6.14427061664969,2.10746743497622,2.01363444409629,10.2749067892031
"14",18,5.95845500549187,1.98615166849729,2.06559773523718,9.85131227574655
"15",19,5.82010342093678,1.88829089614475,2.11905326449306,9.5211535773805
"16",20,5.73551792097394,1.81373001909913,2.18060708353965,9.29042875840824
"17",21,5.68972424726933,1.7558870234284,2.24818568134967,9.13126281318899
"18",22,5.55970120339429,1.67631298528602,2.27412775223369,8.8452746545549
"19",23,5.46681300702908,1.61207520737881,2.30714560056662,8.62648041349154
"20",24,5.39016358268982,1.55600619772104,2.34039143515657,8.43993573022306
"21",25,5.3290838878478,1.50729254184366,2.37479050583422,8.28337726986137
"22",26,5.19395991573895,1.44054529222318,2.37049114298151,8.01742868849639
"23",27,5.0691957388689,1.37966032961328,2.36506149282686,7.77332998491094
"24",28,4.94833001053256,1.32249682400745,2.35623623547795,7.54042378558716
"25",29,4.86453209278295,1.27748871326994,2.36065421477387,7.36840997079203
"26",30,4.63607102522272,1.19702839150149,2.2898953778798,6.98224667256564
"27",31,4.44783226659553,1.12975052546635,2.23352123668147,6.66214329650958
"28",32,4.31048869872411,1.07762217468103,2.19834923634929,6.42262816109892
"29",33,4.17941157417263,1.02890000416238,2.16276756601437,6.19605558233089
"30",34,4.05390583498254,0.983216585525927,2.12680132735172,5.98101034261335
"31",35,3.91841866368995,0.936681218038415,2.08252347633466,5.75431385104525
"32",36,3.81280138827076,0.89868590565458,2.05137701318779,5.57422576335374
"33",37,3.72412671655162,0.865841874363798,2.02707664279858,5.42117679030467
"34",38,3.65267592287491,0.837981327437679,2.01023252109706,5.29511932465276
"35",39,3.5904722494221,0.813081853950827,1.99683181567848,5.18411268316573
"36",40,3.53011248025001,0.78935714740594,1.98297247133437,5.07725248916565
"37",41,3.47484795487878,0.767465525070646,1.97061552574031,4.97908038401724
"38",42,3.36957114672371,0.735300706638122,1.92838176171299,4.81076053173443
"39",43,3.26117392758564,0.703322857020617,1.88266112782523,4.63968672734604
"40",44,3.17502540131273,0.676917690007134,1.84826672889875,4.50178407372672
"41",45,3.07244891117487,0.647729103587797,1.80289986814279,4.34199795420695
"42",46,2.98505756328365,0.62242752873473,1.76509960696358,4.20501551960372
"43",47,2.8959092461743,0.597380464748292,1.72504353526765,4.06677495708095
"44",48,2.80911586999694,0.573408375820579,1.68523545338861,3.93299628660528
"45",49,2.6722433041601,0.539874674671986,1.614088941803,3.73039766651719
"46",50,2.54681895704307,0.509363791408614,1.54846592588219,3.54517198820396
"47",51,2.44169924370983,0.483528501369459,1.49398338102569,3.38941510639398
"48",52,2.34565484669784,0.46002076290253,1.44401415140888,3.2472955419868
"49",53,2.24459328151719,0.43602834421595,1.38997772685393,3.09920883618046
"50",54,2.15553605976566,0.414833108117883,1.34246316785461,2.96860895167671
"51",55,2.0223966657412,0.385655912279851,1.26651107767269,2.77828225380971
"52",56,1.92071843466076,0.362981665477831,1.20927437032421,2.63216249899731
"53",57,1.84084680247681,0.344822199299062,1.16499529185065,2.51669831310297
"54",58,1.75915329345435,0.32666656573328,1.11888682461712,2.39941976229158
"55",59,1.69030016690322,0.31120948605608,1.0803295742333,2.30027075957313
"56",60,1.63448220970996,0.298414258699678,1.04959026265859,2.21937415676133
"57",61,1.58369023411628,0.286761153691937,1.02163837288009,2.14574209535248
"58",62,1.53976741283146,0.27655039123258,0.997728646015602,2.08180617964731
"59",63,1.47182619926429,0.262241398596412,0.957833058015324,1.98581934051326
"60",64,1.36805519017325,0.241840275502239,0.894048250188862,1.84206213015764
"61",65,1.1779781969018,0.206631044832312,0.772981349030471,1.58297504477313
"62",66,1.03334498249975,0.179882272347138,0.680775728699359,1.38591423630014
"63",67,0.925169025444745,0.159844861881519,0.611873096156968,1.23846495473252
"64",68,0.831020305678732,0.142518806648598,0.55168344464748,1.11035716670998
"65",69,0.76420101060307,0.13010622021766,0.509192818976457,1.01920920222968
"66",70,0.694363069677793,0.117368780532908,0.464320259833293,0.924405879522293
"67",71,0.606684991484118,0.101823747042371,0.40711044728107,0.806259535687166
"68",72,0.532147763348394,0.088691293891399,0.358312827321252,0.705982699375536
"69",73,0.483966006278834,0.0801066233359467,0.326957024540378,0.640974988017289
"70",74,0.445384505551624,0.0732207616741843,0.301871812670223,0.588897198433026
"71",75,0.417878862497753,0.0682393324942766,0.284129770808971,0.551627954186535
"72",76,0.392986738549523,0.0637508672130471,0.268035038811951,0.517938438287096
"73",77,0.368854182781305,0.0594462341723981,0.252339563803405,0.485368801759205
Austray 65
"1",5,9.8084988956531,6.20343938750201,-2.35024230385083,21.967240095157
"2",6,10.2366360856824,5.91012459966499,-1.34720812966095,21.8204803010258
"3",7,10.2595711331516,5.4839714450699,-0.489012899185425,21.0081551654886
"4",8,8.74674227115418,4.37337113557709,0.174934845423083,17.3185496968853
"5",9,7.76119243833001,3.65866120215794,0.590216482100454,14.9321683945596
"6",10,7.50401195097848,3.35589616527174,0.926455467045869,14.0815684349111
"7",11,7.47252918970433,3.18629715246634,1.22738677087029,13.7176716085384
"8",12,7.16702974967714,2.92592764300934,1.43221156937883,12.9018479299755
"9",13,6.89799840046405,2.70561757297677,1.59498795742958,12.2010088434985
"10",14,6.76124317190025,2.55550971235451,1.7524441356854,11.7700422081151
"11",15,6.67455175144686,2.43720170366871,1.8976364122562,11.4514670906375
"12",16,6.60782993877899,2.33622067931906,2.02883740731364,11.1868224702443
"13",17,6.33988663395273,2.17456317537359,2.07774281022049,10.602030457685
"14",18,6.17659645246881,2.05886548415627,2.14122010352252,10.2119728014151
"15",19,5.96717843197665,1.93600833075218,2.17260210370239,9.76175476025092
